# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Dmel_CG1558	Dmel_CG1558	NM_001316625.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Dmel_CG1558	Dmel_CG1558	NM_132501.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Dmel_CG1559	Dmel_CG1559	NM_001298216.1	protein_coding	2	0	3	15	1	0	0	2	1	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	10
Dmel_CG1559	Dmel_CG1559	NM_132539.3	protein_coding	2	0	3	15	1	0	0	2	1	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	10
Dmel_CG15599	Dmel_CG15599	NM_132824.4	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG1560	Dmel_CG1560	NM_001298068.1	protein_coding	1	0	1	15	0	0	0	0	0	1	4	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1560	Dmel_CG1560	NM_001298069.1	protein_coding	1	0	1	15	0	0	0	0	0	1	4	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1560	Dmel_CG1560	NM_001298070.1	protein_coding	1	0	1	15	0	0	0	0	0	1	4	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1560	Dmel_CG1560	NM_080054.3	protein_coding	1	0	1	15	0	0	0	0	0	1	4	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15601	Dmel_CG15601	NM_001298356.1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15601	Dmel_CG15601	NM_001298357.1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15601	Dmel_CG15601	NM_001298358.1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15601	Dmel_CG15601	NM_132830.3	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15602	Dmel_CG15602	NM_001298369.1	protein_coding	1	0	0	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG15602	Dmel_CG15602	NM_132849.3	protein_coding	1	0	0	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG1561	Dmel_CG1561	NM_206689.2	protein_coding	0	0	0	13	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15618	Dmel_CG15618	NM_001258841.1	protein_coding	1	0	0	7	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG15618	Dmel_CG15618	NM_134517.3	protein_coding	1	0	1	6	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG15641	Dmel_CG15641	NM_132801.2	protein_coding	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Dmel_CG15642	Dmel_CG15642	NM_001298343.1	protein_coding	0	2	0	15	3	0	0	0	0	0	6	0	0	0	0	2	0	0	2	0	0	0	0	0	0	4
Dmel_CG15642	Dmel_CG15642	NM_132800.2	protein_coding	0	2	0	15	3	0	0	0	0	0	6	0	0	0	0	2	0	0	2	0	0	0	0	0	0	4
Dmel_CG15643	Dmel_CG15643	NM_001298347.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15643	Dmel_CG15643	NM_176736.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15646	Dmel_CG15646	NM_001298352.1	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15646	Dmel_CG15646	NM_132823.2	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG1567	Dmel_CG1567	NM_132445.3	protein_coding	1	0	0	9	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6
Dmel_CG1571	Dmel_CG1571	NM_132207.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15717	Dmel_CG15717	NM_001298257.1	protein_coding	0	0	0	14	3	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15717	Dmel_CG15717	NM_001298258.1	protein_coding	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15717	Dmel_CG15717	NM_132628.3	protein_coding	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15719	Dmel_CG15719	NM_001272570.1	protein_coding	1	0	0	10	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Dmel_CG15719	Dmel_CG15719	NM_132618.4	protein_coding	1	0	0	10	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Dmel_CG1572	Dmel_CG1572	NM_001298197.1	protein_coding	0	0	0	51	4	0	0	0	0	0	10	0	22	0	0	0	0	0	0	0	0	0	0	0	0	15
Dmel_CG1572	Dmel_CG1572	NM_001298198.1	protein_coding	0	0	0	46	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
Dmel_CG1572	Dmel_CG1572	NM_132498.2	protein_coding	0	0	0	50	1	0	0	0	0	0	12	0	22	0	0	0	0	0	0	0	0	0	0	0	0	15
Dmel_CG1572	Dmel_CG1572	NM_167289.2	protein_coding	0	0	0	50	1	0	0	0	0	0	12	0	22	0	0	0	0	0	0	0	0	0	0	0	0	15
Dmel_CG15721	Dmel_CG15721	NM_132616.4	protein_coding	0	0	0	13	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Dmel_CG15725	Dmel_CG15725	NM_132595.3	protein_coding	1	0	0	17	0	0	0	0	0	0	8	1	0	1	0	0	0	0	0	0	0	1	0	0	0	9
Dmel_CG15727	Dmel_CG15727	NM_001298233.1	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15727	Dmel_CG15727	NM_132589.2	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15728	Dmel_CG15728	NM_001258714.1	protein_coding	0	2	0	7	0	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	4
Dmel_CG15728	Dmel_CG15728	NM_132588.3	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG15730	Dmel_CG15730	NM_132576.2	protein_coding	1	0	1	8	0	0	0	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4
Dmel_CG15731	Dmel_CG15731	NM_132571.2	protein_coding	0	0	1	10	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Dmel_CG15732	Dmel_CG15732	NM_132567.1	protein_coding	0	0	1	6	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15734	Dmel_CG15734	NM_001042808.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Dmel_CG15734	Dmel_CG15734	NM_132557.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Dmel_CG15735	Dmel_CG15735	NM_132549.3	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15736	Dmel_CG15736	NM_001298219.1	protein_coding	1	0	0	3	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15736	Dmel_CG15736	NM_132548.3	protein_coding	1	0	0	3	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15737	Dmel_CG15737	NM_001298214.1	protein_coding	0	0	0	13	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15737	Dmel_CG15737	NM_001298215.1	protein_coding	0	0	0	13	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15737	Dmel_CG15737	NM_132538.2	protein_coding	0	0	0	13	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15738	Dmel_CG15738	NM_001298213.1	protein_coding	0	1	1	12	0	1	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	9
Dmel_CG15738	Dmel_CG15738	NM_132537.2	protein_coding	0	1	1	12	0	0	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	10
Dmel_CG15739	Dmel_CG15739	NM_001272538.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Dmel_CG15739	Dmel_CG15739	NM_132532.4	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Dmel_CG15740	Dmel_CG15740	NM_132525.2	protein_coding	4	0	1	15	0	0	1	0	0	0	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	13
Dmel_CG15741	Dmel_CG15741	NM_132523.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15742	Dmel_CG15742	NM_001144721.3	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15742	Dmel_CG15742	NM_001144722.3	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15742	Dmel_CG15742	NM_132639.3	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15743	Dmel_CG15743	NM_001272582.1	protein_coding	1	0	1	8	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5
Dmel_CG15743	Dmel_CG15743	NM_001298268.1	protein_coding	1	0	1	9	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6
Dmel_CG15743	Dmel_CG15743	NM_132641.2	protein_coding	1	0	1	8	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5
Dmel_CG15744	Dmel_CG15744	NM_132642.3	protein_coding	1	0	1	9	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	7
Dmel_CG15747	Dmel_CG15747	NM_001298276.1	protein_coding	0	0	0	18	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Dmel_CG15747	Dmel_CG15747	NM_167364.2	protein_coding	0	0	0	18	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Dmel_CG15749	Dmel_CG15749	NM_078591.3	protein_coding	0	0	1	8	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Dmel_CG15754	Dmel_CG15754	NM_132666.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15756	Dmel_CG15756	NM_132667.2	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15757	Dmel_CG15757	NM_132668.2	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15760	Dmel_CG15760	NM_001272598.1	protein_coding	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15760	Dmel_CG15760	NM_001298292.1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15760	Dmel_CG15760	NM_132681.2	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15764	Dmel_CG15764	NM_001297982.1	protein_coding	3	0	0	13	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	12
Dmel_CG15764	Dmel_CG15764	NM_132044.2	protein_coding	3	0	0	13	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	12
Dmel_CG15765	Dmel_CG15765	NM_001272334.1	protein_coding	3	1	0	35	2	0	0	0	0	0	1	3	33	0	0	0	0	0	1	0	0	0	0	0	0	0
Dmel_CG15765	Dmel_CG15765	NM_132041.3	protein_coding	3	1	0	35	0	0	0	0	0	0	3	3	33	0	0	0	0	0	1	0	0	0	0	0	0	0
Dmel_CG15766	Dmel_CG15766	NM_132040.2	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15767	Dmel_CG15767	NM_132036.2	protein_coding	0	0	0	13	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Dmel_CG15771	Dmel_CG15771	NM_001297980.1	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15771	Dmel_CG15771	NM_132029.4	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15771	Dmel_CG15771	NM_176687.3	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15772	Dmel_CG15772	NM_001297978.1	protein_coding	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15772	Dmel_CG15772	NM_132027.3	protein_coding	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15773	Dmel_CG15773	NM_001258606.2	protein_coding	0	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15773	Dmel_CG15773	NM_132023.2	protein_coding	0	0	0	17	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15779	Dmel_CG15779	NM_078495.3	protein_coding	0	0	0	19	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG1578	Dmel_CG1578	NM_001298211.1	protein_coding	1	0	0	6	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4
Dmel_CG1578	Dmel_CG1578	NM_001298212.1	protein_coding	1	0	0	6	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4
Dmel_CG1578	Dmel_CG1578	NM_132521.3	protein_coding	1	0	0	6	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4
Dmel_CG15784	Dmel_CG15784	NM_001297962.1	protein_coding	0	0	0	19	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Dmel_CG15784	Dmel_CG15784	NM_131995.2	protein_coding	0	0	0	17	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Dmel_CG15793	Dmel_CG15793	NM_001298115.1	protein_coding	2	0	0	6	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1
Dmel_CG15793	Dmel_CG15793	NM_078543.4	protein_coding	2	0	0	6	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1
Dmel_CG15797	Dmel_CG15797	NM_001298119.1	protein_coding	0	0	0	10	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Dmel_CG15797	Dmel_CG15797	NM_132322.4	protein_coding	0	0	0	10	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Dmel_CG15814	Dmel_CG15814	NM_133019.4	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15814	Dmel_CG15814	NM_167577.3	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15814	Dmel_CG15814	NM_167578.3	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15814	Dmel_CG15814	NM_167579.2	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1582	Dmel_CG1582	NM_001298169.1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG1582	Dmel_CG1582	NM_132435.2	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG1583	Dmel_CG1583	NM_001298079.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG1583	Dmel_CG1583	NM_132226.3	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Dmel_CG15865	Dmel_CG15865	NM_132915.2	protein_coding	2	0	0	18	0	0	0	0	0	0	17	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG1587	Dmel_CG1587	NM_001258482.2	protein_coding	1	0	0	17	4	0	0	0	0	0	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1587	Dmel_CG1587	NM_001258483.2	protein_coding	4	0	0	14	4	0	0	0	0	0	3	4	7	0	0	0	0	0	0	0	0	3	0	0	0	0
Dmel_CG1587	Dmel_CG1587	NM_001297781.1	protein_coding	0	0	0	18	4	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1587	Dmel_CG1587	NM_001297782.1	protein_coding	0	0	0	18	4	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1587	Dmel_CG1587	NM_143651.6	protein_coding	1	0	0	17	4	0	0	0	0	0	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1587	Dmel_CG1587	NM_166743.3	protein_coding	1	0	0	17	4	0	0	0	0	0	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG1587	Dmel_CG1587	NM_166744.3	protein_coding	1	0	0	17	4	0	0	0	0	0	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15871	Dmel_CG15871	NM_078597.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15882	Dmel_CG15882	NM_133120.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15883	Dmel_CG15883	NM_133122.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Dmel_CG15890	Dmel_CG15890	NM_001298316.1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15890	Dmel_CG15890	NM_132740.2	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG15891	Dmel_CG15891	NM_001298010.1	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Dmel_CG15891	Dmel_CG15891	NM_167069.2	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Dmel_CG15892	Dmel_CG15892	NM_001031870.2	protein_coding	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Dmel_CG15894	Dmel_CG15894	NM_001103421.2	protein_coding	0	0	0	28	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15894	Dmel_CG15894	NM_001298011.1	protein_coding	0	0	0	23	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
Dmel_CG15894	Dmel_CG15894	NM_001298012.1	protein_coding	0	0	0	23	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
Dmel_CG15894	Dmel_CG15894	NM_132086.2	protein_coding	0	0	0	23	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
Dmel_CG15896	Dmel_CG15896	NM_001258620.2	protein_coding	1	0	0	7	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Dmel_CG15896	Dmel_CG15896	NM_132081.4	protein_coding	1	0	0	6	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Dmel_CG15897	Dmel_CG15897	NM_132079.4	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15899	Dmel_CG15899	NM_001103419.2	protein_coding	5	0	0	32	1	0	0	0	0	0	10	5	23	0	0	0	0	2	2	0	0	0	0	0	2	0
Dmel_CG15899	Dmel_CG15899	NM_001258615.1	protein_coding	5	0	0	32	1	0	0	0	0	0	10	5	23	0	0	0	0	2	2	0	0	0	0	0	2	0
Dmel_CG15899	Dmel_CG15899	NM_001258616.1	protein_coding	5	0	0	32	1	0	0	0	0	0	10	5	23	0	0	0	0	2	2	0	0	0	0	0	2	0
Dmel_CG15899	Dmel_CG15899	NM_001272338.1	protein_coding	5	0	0	33	7	0	0	0	0	0	5	5	23	0	0	0	0	2	2	0	0	0	0	0	2	0
Dmel_CG15899	Dmel_CG15899	NM_132068.3	protein_coding	5	0	0	32	1	0	0	0	0	0	10	5	23	0	0	0	0	2	2	0	0	0	0	0	2	0
Dmel_CG1591	Dmel_CG1591	NM_001272573.2	protein_coding	5	0	0	4	2	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dmel_CG1591	Dmel_CG1591	NM_132638.4	protein_coding	5	0	0	4	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dmel_CG15912	Dmel_CG15912	NM_131940.2	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG15914	Dmel_CG15914	NM_132856.2	protein_coding	2	0	0	5	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dmel_CG15916	Dmel_CG15916	NM_132860.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG15927	Dmel_CG15927	NM_001298223.1	protein_coding	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG15927	Dmel_CG15927	NM_132570.2	protein_coding	0	0	0	10	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG15929	Dmel_CG15929	NM_001297979.1	protein_coding	1	0	0	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Dmel_CG15929	Dmel_CG15929	NM_132028.3	protein_coding	1	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Dmel_CG15930	Dmel_CG15930	NM_131986.2	protein_coding	0	1	0	30	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	26
Dmel_CG1594	Dmel_CG1594	NM_078564.3	protein_coding	6	0	0	6	0	0	0	0	0	0	3	6	1	3	0	0	0	1	1	0	0	2	0	0	0	3
Dmel_CG1597	Dmel_CG1597	NM_001258692.2	protein_coding	0	0	1	19	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Dmel_CG1597	Dmel_CG1597	NM_132479.3	protein_coding	0	0	1	19	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Dmel_CG1615	Dmel_CG1615	NM_001298167.1	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG1615	Dmel_CG1615	NM_001298168.1	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG1615	Dmel_CG1615	NM_078557.5	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG1615	Dmel_CG1615	NM_167259.3	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG1618	Dmel_CG1618	NM_001272577.2	protein_coding	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG1618	Dmel_CG1618	NM_080138.4	protein_coding	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Dmel_CG1619	Dmel_CG1619	NM_132409.3	protein_coding	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG1622	Dmel_CG1622	NM_001272583.2	protein_coding	0	0	0	21	5	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG1622	Dmel_CG1622	NM_001298270.1	protein_coding	0	0	0	21	5	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG1622	Dmel_CG1622	NM_132644.3	protein_coding	3	0	0	18	2	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2
